1.068870898,98.97536931
1.183832003,98.46762443
2.676472147,99.26163894
2.422445191,98.80941739
3.399151025,98.21916011
3.822683803,98.9822711
4.375856859,97.62890283
5.131447988,98.59041443
5.351867363,96.99630772
6.600446938,97.94494285
6.87958706,96.67480807
7.02138524,97.04328107
7.516926114,96.11092179
7.795022606,95.60534016
8.772423769,95.05742071
9.750520261,94.55183907
10.72861675,94.04625744
11.95262803,93.49895606
13.1766393,92.95165467
14.40204123,92.48902894
15.62605251,91.94172755
16.85145444,91.47910182
18.32277115,90.97475633
19.79408787,90.47041084
21.26540458,89.96606535
22.7367213,89.46171986
24.20803801,88.95737437
24.71377416,89.72069138
25.67935472,88.45302888
27.15067144,87.94868339
28.62198815,87.4443379
30.09330487,86.93999241
31.56554869,86.49209735
33.03871961,86.10065273
34.51003633,85.59630724
35.98228015,85.14841219
37.45545107,84.75696757
38.92723134,84.28084729
40.40086582,83.91762789
41.87264608,83.44150762
43.34628056,83.07828822
44.81852438,82.63039316
46.29215886,82.26717376
47.76532978,81.87572914
48.2375736,81.42783408
49.73693654,81
50.71120808,80.8
52.1834519,80.61671962
53.65662283,80.225275
55.13025731,79.8620556
56.60296468,79.44238576
58.0761356,79.05094114
59.55023363,78.71594696
61.02386811,78.35272755
62.49750259,77.98950815
63.97113707,77.62628875
65.44430799,77.23484413
66.91794247,76.87162472
68.39157695,76.50840532
69.86521143,76.14518592
71.33884591,75.78196651
72.81340749,75.47519755
74.28750552,75.14020336
75.76206711,74.83343439
77.23709224,74.55489064
78.71119027,74.21989646
80.18528831,73.88490227
81.66031344,73.60635852
83.13487503,73.29958955
84.61036372,73.04927102
86.08538885,72.77072727
87.56087754,72.52040873
89.03404847,72.12896411
90.51000071,71.9068708
91.98595295,71.68477748
93.46144164,71.43445895
94.44510077,71.26757992
